id_data;data;ano;trimestre;mes;nome_mes;semana;dia;nome_dia;fds
20250313;2025-03-13;2025;1;3;Março;11;13;Quinta;False
20250314;2025-03-14;2025;1;3;Março;11;14;Sexta;False
20250315;2025-03-15;2025;1;3;Março;11;15;Sábado;True
20250316;2025-03-16;2025;1;3;Março;11;16;Domingo;True
20250317;2025-03-17;2025;1;3;Março;12;17;Segunda;False
20250318;2025-03-18;2025;1;3;Março;12;18;Terça;False
20250319;2025-03-19;2025;1;3;Março;12;19;Quarta;False
20250320;2025-03-20;2025;1;3;Março;12;20;Quinta;False
20250321;2025-03-21;2025;1;3;Março;12;21;Sexta;False
20250322;2025-03-22;2025;1;3;Março;12;22;Sábado;True
20250323;2025-03-23;2025;1;3;Março;12;23;Domingo;True
20250324;2025-03-24;2025;1;3;Março;13;24;Segunda;False
20250325;2025-03-25;2025;1;3;Março;13;25;Terça;False
20250326;2025-03-26;2025;1;3;Março;13;26;Quarta;False
20250327;2025-03-27;2025;1;3;Março;13;27;Quinta;False
20250328;2025-03-28;2025;1;3;Março;13;28;Sexta;False
20250329;2025-03-29;2025;1;3;Março;13;29;Sábado;True
20250330;2025-03-30;2025;1;3;Março;13;30;Domingo;True
20250331;2025-03-31;2025;1;3;Março;14;31;Segunda;False
20250401;2025-04-01;2025;2;4;Abril;14;1;Terça;False
20250402;2025-04-02;2025;2;4;Abril;14;2;Quarta;False
20250403;2025-04-03;2025;2;4;Abril;14;3;Quinta;False
20250404;2025-04-04;2025;2;4;Abril;14;4;Sexta;False
20250405;2025-04-05;2025;2;4;Abril;14;5;Sábado;True
20250406;2025-04-06;2025;2;4;Abril;14;6;Domingo;True
20250407;2025-04-07;2025;2;4;Abril;15;7;Segunda;False
20250408;2025-04-08;2025;2;4;Abril;15;8;Terça;False
20250409;2025-04-09;2025;2;4;Abril;15;9;Quarta;False
20250410;2025-04-10;2025;2;4;Abril;15;10;Quinta;False
20250411;2025-04-11;2025;2;4;Abril;15;11;Sexta;False
20250412;2025-04-12;2025;2;4;Abril;15;12;Sábado;True
20250413;2025-04-13;2025;2;4;Abril;15;13;Domingo;True
20250414;2025-04-14;2025;2;4;Abril;16;14;Segunda;False
20250415;2025-04-15;2025;2;4;Abril;16;15;Terça;False
20250416;2025-04-16;2025;2;4;Abril;16;16;Quarta;False
20250417;2025-04-17;2025;2;4;Abril;16;17;Quinta;False
20250418;2025-04-18;2025;2;4;Abril;16;18;Sexta;False
20250419;2025-04-19;2025;2;4;Abril;16;19;Sábado;True
20250420;2025-04-20;2025;2;4;Abril;16;20;Domingo;True
20250421;2025-04-21;2025;2;4;Abril;17;21;Segunda;False
20250422;2025-04-22;2025;2;4;Abril;17;22;Terça;False
20250423;2025-04-23;2025;2;4;Abril;17;23;Quarta;False
20250424;2025-04-24;2025;2;4;Abril;17;24;Quinta;False
20250425;2025-04-25;2025;2;4;Abril;17;25;Sexta;False
20250426;2025-04-26;2025;2;4;Abril;17;26;Sábado;True
20250427;2025-04-27;2025;2;4;Abril;17;27;Domingo;True
20250428;2025-04-28;2025;2;4;Abril;18;28;Segunda;False
20250429;2025-04-29;2025;2;4;Abril;18;29;Terça;False
20250430;2025-04-30;2025;2;4;Abril;18;30;Quarta;False
20250501;2025-05-01;2025;2;5;Maio;18;1;Quinta;False
20250502;2025-05-02;2025;2;5;Maio;18;2;Sexta;False
20250503;2025-05-03;2025;2;5;Maio;18;3;Sábado;True
20250504;2025-05-04;2025;2;5;Maio;18;4;Domingo;True
20250505;2025-05-05;2025;2;5;Maio;19;5;Segunda;False
20250506;2025-05-06;2025;2;5;Maio;19;6;Terça;False
20250507;2025-05-07;2025;2;5;Maio;19;7;Quarta;False
20250508;2025-05-08;2025;2;5;Maio;19;8;Quinta;False
20250509;2025-05-09;2025;2;5;Maio;19;9;Sexta;False
20250510;2025-05-10;2025;2;5;Maio;19;10;Sábado;True
20250511;2025-05-11;2025;2;5;Maio;19;11;Domingo;True
20250512;2025-05-12;2025;2;5;Maio;20;12;Segunda;False
20250513;2025-05-13;2025;2;5;Maio;20;13;Terça;False
20250514;2025-05-14;2025;2;5;Maio;20;14;Quarta;False
20250515;2025-05-15;2025;2;5;Maio;20;15;Quinta;False
20250516;2025-05-16;2025;2;5;Maio;20;16;Sexta;False
20250517;2025-05-17;2025;2;5;Maio;20;17;Sábado;True
20250518;2025-05-18;2025;2;5;Maio;20;18;Domingo;True
20250519;2025-05-19;2025;2;5;Maio;21;19;Segunda;False
20250520;2025-05-20;2025;2;5;Maio;21;20;Terça;False
20250521;2025-05-21;2025;2;5;Maio;21;21;Quarta;False
20250522;2025-05-22;2025;2;5;Maio;21;22;Quinta;False
20250523;2025-05-23;2025;2;5;Maio;21;23;Sexta;False
20250524;2025-05-24;2025;2;5;Maio;21;24;Sábado;True
20250525;2025-05-25;2025;2;5;Maio;21;25;Domingo;True
20250526;2025-05-26;2025;2;5;Maio;22;26;Segunda;False
20250527;2025-05-27;2025;2;5;Maio;22;27;Terça;False
20250528;2025-05-28;2025;2;5;Maio;22;28;Quarta;False
20250529;2025-05-29;2025;2;5;Maio;22;29;Quinta;False
20250530;2025-05-30;2025;2;5;Maio;22;30;Sexta;False
20250531;2025-05-31;2025;2;5;Maio;22;31;Sábado;True
20250601;2025-06-01;2025;2;6;Junho;22;1;Domingo;True
20250602;2025-06-02;2025;2;6;Junho;23;2;Segunda;False
20250603;2025-06-03;2025;2;6;Junho;23;3;Terça;False
20250604;2025-06-04;2025;2;6;Junho;23;4;Quarta;False
20250605;2025-06-05;2025;2;6;Junho;23;5;Quinta;False
20250606;2025-06-06;2025;2;6;Junho;23;6;Sexta;False
20250607;2025-06-07;2025;2;6;Junho;23;7;Sábado;True
20250608;2025-06-08;2025;2;6;Junho;23;8;Domingo;True
20250609;2025-06-09;2025;2;6;Junho;24;9;Segunda;False
20250610;2025-06-10;2025;2;6;Junho;24;10;Terça;False
20250611;2025-06-11;2025;2;6;Junho;24;11;Quarta;False
20250612;2025-06-12;2025;2;6;Junho;24;12;Quinta;False
20250613;2025-06-13;2025;2;6;Junho;24;13;Sexta;False
20250614;2025-06-14;2025;2;6;Junho;24;14;Sábado;True
20250615;2025-06-15;2025;2;6;Junho;24;15;Domingo;True
20250616;2025-06-16;2025;2;6;Junho;25;16;Segunda;False
20250617;2025-06-17;2025;2;6;Junho;25;17;Terça;False
20250618;2025-06-18;2025;2;6;Junho;25;18;Quarta;False
20250619;2025-06-19;2025;2;6;Junho;25;19;Quinta;False
20250620;2025-06-20;2025;2;6;Junho;25;20;Sexta;False
20250621;2025-06-21;2025;2;6;Junho;25;21;Sábado;True
20250622;2025-06-22;2025;2;6;Junho;25;22;Domingo;True
20250623;2025-06-23;2025;2;6;Junho;26;23;Segunda;False
20250624;2025-06-24;2025;2;6;Junho;26;24;Terça;False
20250625;2025-06-25;2025;2;6;Junho;26;25;Quarta;False
20250626;2025-06-26;2025;2;6;Junho;26;26;Quinta;False
20250627;2025-06-27;2025;2;6;Junho;26;27;Sexta;False
20250628;2025-06-28;2025;2;6;Junho;26;28;Sábado;True
20250629;2025-06-29;2025;2;6;Junho;26;29;Domingo;True
20250630;2025-06-30;2025;2;6;Junho;27;30;Segunda;False
20250701;2025-07-01;2025;3;7;Julho;27;1;Terça;False
20250702;2025-07-02;2025;3;7;Julho;27;2;Quarta;False
20250703;2025-07-03;2025;3;7;Julho;27;3;Quinta;False
20250704;2025-07-04;2025;3;7;Julho;27;4;Sexta;False
20250705;2025-07-05;2025;3;7;Julho;27;5;Sábado;True
20250706;2025-07-06;2025;3;7;Julho;27;6;Domingo;True
20250707;2025-07-07;2025;3;7;Julho;28;7;Segunda;False
20250708;2025-07-08;2025;3;7;Julho;28;8;Terça;False
20250709;2025-07-09;2025;3;7;Julho;28;9;Quarta;False
20250710;2025-07-10;2025;3;7;Julho;28;10;Quinta;False
20250711;2025-07-11;2025;3;7;Julho;28;11;Sexta;False
20250712;2025-07-12;2025;3;7;Julho;28;12;Sábado;True
20250713;2025-07-13;2025;3;7;Julho;28;13;Domingo;True
20250714;2025-07-14;2025;3;7;Julho;29;14;Segunda;False
20250715;2025-07-15;2025;3;7;Julho;29;15;Terça;False
20250716;2025-07-16;2025;3;7;Julho;29;16;Quarta;False
20250717;2025-07-17;2025;3;7;Julho;29;17;Quinta;False
20250718;2025-07-18;2025;3;7;Julho;29;18;Sexta;False
20250719;2025-07-19;2025;3;7;Julho;29;19;Sábado;True
20250720;2025-07-20;2025;3;7;Julho;29;20;Domingo;True
20250721;2025-07-21;2025;3;7;Julho;30;21;Segunda;False
20250722;2025-07-22;2025;3;7;Julho;30;22;Terça;False
20250723;2025-07-23;2025;3;7;Julho;30;23;Quarta;False
20250724;2025-07-24;2025;3;7;Julho;30;24;Quinta;False
20250725;2025-07-25;2025;3;7;Julho;30;25;Sexta;False
20250726;2025-07-26;2025;3;7;Julho;30;26;Sábado;True
20250727;2025-07-27;2025;3;7;Julho;30;27;Domingo;True
20250728;2025-07-28;2025;3;7;Julho;31;28;Segunda;False
20250729;2025-07-29;2025;3;7;Julho;31;29;Terça;False
20250730;2025-07-30;2025;3;7;Julho;31;30;Quarta;False
20250731;2025-07-31;2025;3;7;Julho;31;31;Quinta;False
20250801;2025-08-01;2025;3;8;Agosto;31;1;Sexta;False
20250802;2025-08-02;2025;3;8;Agosto;31;2;Sábado;True
20250803;2025-08-03;2025;3;8;Agosto;31;3;Domingo;True
20250804;2025-08-04;2025;3;8;Agosto;32;4;Segunda;False
20250805;2025-08-05;2025;3;8;Agosto;32;5;Terça;False
20250806;2025-08-06;2025;3;8;Agosto;32;6;Quarta;False
20250807;2025-08-07;2025;3;8;Agosto;32;7;Quinta;False
20250808;2025-08-08;2025;3;8;Agosto;32;8;Sexta;False
20250809;2025-08-09;2025;3;8;Agosto;32;9;Sábado;True
20250810;2025-08-10;2025;3;8;Agosto;32;10;Domingo;True
20250811;2025-08-11;2025;3;8;Agosto;33;11;Segunda;False
20250812;2025-08-12;2025;3;8;Agosto;33;12;Terça;False
20250813;2025-08-13;2025;3;8;Agosto;33;13;Quarta;False
20250814;2025-08-14;2025;3;8;Agosto;33;14;Quinta;False
20250815;2025-08-15;2025;3;8;Agosto;33;15;Sexta;False
20250816;2025-08-16;2025;3;8;Agosto;33;16;Sábado;True
20250817;2025-08-17;2025;3;8;Agosto;33;17;Domingo;True
20250818;2025-08-18;2025;3;8;Agosto;34;18;Segunda;False
20250819;2025-08-19;2025;3;8;Agosto;34;19;Terça;False
20250820;2025-08-20;2025;3;8;Agosto;34;20;Quarta;False
20250821;2025-08-21;2025;3;8;Agosto;34;21;Quinta;False
20250822;2025-08-22;2025;3;8;Agosto;34;22;Sexta;False
20250823;2025-08-23;2025;3;8;Agosto;34;23;Sábado;True
20250824;2025-08-24;2025;3;8;Agosto;34;24;Domingo;True
20250825;2025-08-25;2025;3;8;Agosto;35;25;Segunda;False
20250826;2025-08-26;2025;3;8;Agosto;35;26;Terça;False
20250827;2025-08-27;2025;3;8;Agosto;35;27;Quarta;False
20250828;2025-08-28;2025;3;8;Agosto;35;28;Quinta;False
20250829;2025-08-29;2025;3;8;Agosto;35;29;Sexta;False
20250830;2025-08-30;2025;3;8;Agosto;35;30;Sábado;True
20250831;2025-08-31;2025;3;8;Agosto;35;31;Domingo;True
20250901;2025-09-01;2025;3;9;Setembro;36;1;Segunda;False
20250902;2025-09-02;2025;3;9;Setembro;36;2;Terça;False
20250903;2025-09-03;2025;3;9;Setembro;36;3;Quarta;False
20250904;2025-09-04;2025;3;9;Setembro;36;4;Quinta;False
20250905;2025-09-05;2025;3;9;Setembro;36;5;Sexta;False
20250906;2025-09-06;2025;3;9;Setembro;36;6;Sábado;True
20250907;2025-09-07;2025;3;9;Setembro;36;7;Domingo;True
20250908;2025-09-08;2025;3;9;Setembro;37;8;Segunda;False
20250909;2025-09-09;2025;3;9;Setembro;37;9;Terça;False
20250910;2025-09-10;2025;3;9;Setembro;37;10;Quarta;False
20250911;2025-09-11;2025;3;9;Setembro;37;11;Quinta;False
20250912;2025-09-12;2025;3;9;Setembro;37;12;Sexta;False
20250913;2025-09-13;2025;3;9;Setembro;37;13;Sábado;True
20250914;2025-09-14;2025;3;9;Setembro;37;14;Domingo;True
20250915;2025-09-15;2025;3;9;Setembro;38;15;Segunda;False
20250916;2025-09-16;2025;3;9;Setembro;38;16;Terça;False
20250917;2025-09-17;2025;3;9;Setembro;38;17;Quarta;False
20250918;2025-09-18;2025;3;9;Setembro;38;18;Quinta;False
20250919;2025-09-19;2025;3;9;Setembro;38;19;Sexta;False
20250920;2025-09-20;2025;3;9;Setembro;38;20;Sábado;True
20250921;2025-09-21;2025;3;9;Setembro;38;21;Domingo;True
20250922;2025-09-22;2025;3;9;Setembro;39;22;Segunda;False
20250923;2025-09-23;2025;3;9;Setembro;39;23;Terça;False
20250924;2025-09-24;2025;3;9;Setembro;39;24;Quarta;False
20250925;2025-09-25;2025;3;9;Setembro;39;25;Quinta;False
20250926;2025-09-26;2025;3;9;Setembro;39;26;Sexta;False
20250927;2025-09-27;2025;3;9;Setembro;39;27;Sábado;True
20250928;2025-09-28;2025;3;9;Setembro;39;28;Domingo;True
20250929;2025-09-29;2025;3;9;Setembro;40;29;Segunda;False
20250930;2025-09-30;2025;3;9;Setembro;40;30;Terça;False
20251001;2025-10-01;2025;4;10;Outubro;40;1;Quarta;False
20251002;2025-10-02;2025;4;10;Outubro;40;2;Quinta;False
20251003;2025-10-03;2025;4;10;Outubro;40;3;Sexta;False
20251004;2025-10-04;2025;4;10;Outubro;40;4;Sábado;True
20251005;2025-10-05;2025;4;10;Outubro;40;5;Domingo;True
20251006;2025-10-06;2025;4;10;Outubro;41;6;Segunda;False
20251007;2025-10-07;2025;4;10;Outubro;41;7;Terça;False
20251008;2025-10-08;2025;4;10;Outubro;41;8;Quarta;False
20251009;2025-10-09;2025;4;10;Outubro;41;9;Quinta;False
20251010;2025-10-10;2025;4;10;Outubro;41;10;Sexta;False
20251011;2025-10-11;2025;4;10;Outubro;41;11;Sábado;True
20251012;2025-10-12;2025;4;10;Outubro;41;12;Domingo;True
20251013;2025-10-13;2025;4;10;Outubro;42;13;Segunda;False
20251014;2025-10-14;2025;4;10;Outubro;42;14;Terça;False
20251015;2025-10-15;2025;4;10;Outubro;42;15;Quarta;False
20251016;2025-10-16;2025;4;10;Outubro;42;16;Quinta;False
20251017;2025-10-17;2025;4;10;Outubro;42;17;Sexta;False
20251018;2025-10-18;2025;4;10;Outubro;42;18;Sábado;True
20251019;2025-10-19;2025;4;10;Outubro;42;19;Domingo;True
20251020;2025-10-20;2025;4;10;Outubro;43;20;Segunda;False
20251021;2025-10-21;2025;4;10;Outubro;43;21;Terça;False
20251022;2025-10-22;2025;4;10;Outubro;43;22;Quarta;False
20251023;2025-10-23;2025;4;10;Outubro;43;23;Quinta;False
20251024;2025-10-24;2025;4;10;Outubro;43;24;Sexta;False
20251025;2025-10-25;2025;4;10;Outubro;43;25;Sábado;True
20251026;2025-10-26;2025;4;10;Outubro;43;26;Domingo;True
20251027;2025-10-27;2025;4;10;Outubro;44;27;Segunda;False
20251028;2025-10-28;2025;4;10;Outubro;44;28;Terça;False
20251029;2025-10-29;2025;4;10;Outubro;44;29;Quarta;False
20251030;2025-10-30;2025;4;10;Outubro;44;30;Quinta;False
20251031;2025-10-31;2025;4;10;Outubro;44;31;Sexta;False
20251101;2025-11-01;2025;4;11;Novembro;44;1;Sábado;True
20251102;2025-11-02;2025;4;11;Novembro;44;2;Domingo;True
20251103;2025-11-03;2025;4;11;Novembro;45;3;Segunda;False
20251104;2025-11-04;2025;4;11;Novembro;45;4;Terça;False
20251105;2025-11-05;2025;4;11;Novembro;45;5;Quarta;False
20251106;2025-11-06;2025;4;11;Novembro;45;6;Quinta;False
20251107;2025-11-07;2025;4;11;Novembro;45;7;Sexta;False
20251108;2025-11-08;2025;4;11;Novembro;45;8;Sábado;True
20251109;2025-11-09;2025;4;11;Novembro;45;9;Domingo;True
20251110;2025-11-10;2025;4;11;Novembro;46;10;Segunda;False
20251111;2025-11-11;2025;4;11;Novembro;46;11;Terça;False
20251112;2025-11-12;2025;4;11;Novembro;46;12;Quarta;False
20251113;2025-11-13;2025;4;11;Novembro;46;13;Quinta;False
20251114;2025-11-14;2025;4;11;Novembro;46;14;Sexta;False
20251115;2025-11-15;2025;4;11;Novembro;46;15;Sábado;True
20251116;2025-11-16;2025;4;11;Novembro;46;16;Domingo;True
20251117;2025-11-17;2025;4;11;Novembro;47;17;Segunda;False
20251118;2025-11-18;2025;4;11;Novembro;47;18;Terça;False
20251119;2025-11-19;2025;4;11;Novembro;47;19;Quarta;False
20251120;2025-11-20;2025;4;11;Novembro;47;20;Quinta;False
20251121;2025-11-21;2025;4;11;Novembro;47;21;Sexta;False
20251122;2025-11-22;2025;4;11;Novembro;47;22;Sábado;True
20251123;2025-11-23;2025;4;11;Novembro;47;23;Domingo;True
20251124;2025-11-24;2025;4;11;Novembro;48;24;Segunda;False
20251125;2025-11-25;2025;4;11;Novembro;48;25;Terça;False
20251126;2025-11-26;2025;4;11;Novembro;48;26;Quarta;False
20251127;2025-11-27;2025;4;11;Novembro;48;27;Quinta;False
20251128;2025-11-28;2025;4;11;Novembro;48;28;Sexta;False
20251129;2025-11-29;2025;4;11;Novembro;48;29;Sábado;True
20251130;2025-11-30;2025;4;11;Novembro;48;30;Domingo;True
20251201;2025-12-01;2025;4;12;Dezembro;49;1;Segunda;False
20251202;2025-12-02;2025;4;12;Dezembro;49;2;Terça;False
20251203;2025-12-03;2025;4;12;Dezembro;49;3;Quarta;False
20251204;2025-12-04;2025;4;12;Dezembro;49;4;Quinta;False
20251205;2025-12-05;2025;4;12;Dezembro;49;5;Sexta;False
20251206;2025-12-06;2025;4;12;Dezembro;49;6;Sábado;True
20251207;2025-12-07;2025;4;12;Dezembro;49;7;Domingo;True
20251208;2025-12-08;2025;4;12;Dezembro;50;8;Segunda;False
20251209;2025-12-09;2025;4;12;Dezembro;50;9;Terça;False
20251210;2025-12-10;2025;4;12;Dezembro;50;10;Quarta;False
20251211;2025-12-11;2025;4;12;Dezembro;50;11;Quinta;False
20251212;2025-12-12;2025;4;12;Dezembro;50;12;Sexta;False
20251213;2025-12-13;2025;4;12;Dezembro;50;13;Sábado;True
20251214;2025-12-14;2025;4;12;Dezembro;50;14;Domingo;True
20251215;2025-12-15;2025;4;12;Dezembro;51;15;Segunda;False
20251216;2025-12-16;2025;4;12;Dezembro;51;16;Terça;False
20251217;2025-12-17;2025;4;12;Dezembro;51;17;Quarta;False
20251218;2025-12-18;2025;4;12;Dezembro;51;18;Quinta;False
20251219;2025-12-19;2025;4;12;Dezembro;51;19;Sexta;False
20251220;2025-12-20;2025;4;12;Dezembro;51;20;Sábado;True
20251221;2025-12-21;2025;4;12;Dezembro;51;21;Domingo;True
20251222;2025-12-22;2025;4;12;Dezembro;52;22;Segunda;False
20251223;2025-12-23;2025;4;12;Dezembro;52;23;Terça;False
20251224;2025-12-24;2025;4;12;Dezembro;52;24;Quarta;False
20251225;2025-12-25;2025;4;12;Dezembro;52;25;Quinta;False
20251226;2025-12-26;2025;4;12;Dezembro;52;26;Sexta;False
20251227;2025-12-27;2025;4;12;Dezembro;52;27;Sábado;True
20251228;2025-12-28;2025;4;12;Dezembro;52;28;Domingo;True
20251229;2025-12-29;2025;4;12;Dezembro;1;29;Segunda;False
20251230;2025-12-30;2025;4;12;Dezembro;1;30;Terça;False
20251231;2025-12-31;2025;4;12;Dezembro;1;31;Quarta;False
